"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"365","13.414734685","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2958, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"367","13.517167119","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2960, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"369","13.619558846","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2962, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"371","13.721974733","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2964, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"374","13.824344846","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2966, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"377","13.926749600","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2968, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"380","14.029169295","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2970, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"382","14.131559425","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2972, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"385","14.233987380","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2974, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"387","14.336392496","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2976, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"389","14.438797845","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2978, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"391","14.541178776","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2980, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"394","14.643571696","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2982, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"400","14.745965925","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2986, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
