"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"593","25.191326448","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=2029, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"597","25.293742046","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=2031, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"599","25.396103274","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=2033, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"601","25.498562683","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=2035, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"603","25.600956488","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=2037, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"605","25.703349034","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2039, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"607","25.805772036","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2041, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"609","25.908109790","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2043, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"612","26.010581734","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2045, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"614","26.112968331","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2047, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"616","26.215582430","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2049, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"618","26.317764186","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=2051, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
