"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"12384","3.676023513","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","43.3333","QoS Data, SN=740, FN=0, Flags=.p....F.C"
"12385","3.676025918","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=741, FN=0, Flags=.p....F.C"
"12397","3.680426173","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","43.3333","QoS Data, SN=744, FN=0, Flags=.p....F.C"
"12399","3.681336737","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","43.3333","QoS Data, SN=744, FN=0, Flags=.p..R.F.C"
"12401","3.682321699","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=744, FN=0, Flags=.p..R.F.C"
"12415","3.686807328","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=746, FN=0, Flags=.p....F.C"
"12416","3.686809612","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=747, FN=0, Flags=.p....F.C"
"12421","3.688022219","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=752, FN=0, Flags=.p....F.C"
"12429","3.690112504","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","5785MHz","43.3333","QoS Data, SN=756, FN=0, Flags=.p..R.F.C"
"12431","3.691193288","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","5785MHz","43.3333","QoS Data, SN=756, FN=0, Flags=.p..R.F.C"
"12433","3.692080655","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=760, FN=0, Flags=.p....F.C"
"12442","3.694883179","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=763, FN=0, Flags=.p....F.C"
"12476","3.705576177","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","21.6667","QoS Data, SN=763, FN=0, Flags=.p..R.F.C"
"12478","3.706675780","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=764, FN=0, Flags=.p..R.F.C"
